#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
nick_the_fine;the Fine;;;;;;;;;;;;;x
nick_the_monumentally_cruel;the Monumentally Cruel;;;;;;;;;;;;;x
nick_the_incompetent;the Incompetent;;;;;;;;;;;;;x
nick_the_lawgiver;the Lawgiver;;;;;;;;;;;;;x
nick_the_furious;the Furious;;;;;;;;;;;;;x
nick_the_opulent;the Opulent;;;;;;;;;;;;;x
nick_the_unjust;the Unjust;;;;;;;;;;;;;x
nick_the_stout;the Stout;;;;;;;;;;;;;x
nick_the_lawless;the Lawless;;;;;;;;;;;;;x
nick_heldenhammer;Heldenhammer;;;;;;;;;;;;;x
nick_the_besieger;the Besieger;;;;;;;;;;;;;x
nick_the_black;the Black;;;;;;;;;;;;;x
nick_the_pious;the Pious;;;;;;;;;;;;;x
nick_the_terrible;the Terrible;;;;;;;;;;;;;x
nick_the_lunatic;the Lunatic;;;;;;;;;;;;;x
nick_the_bloody;the Bloody;;;;;;;;;;;;;x
nick_the_uniter;the Uniter;;;;;;;;;;;;;x
nick_the_enormous;the Enormous;;;;;;;;;;;;;x
nick_the_jouster;the Jouster;;;;;;;;;;;;;x
nick_the_rash;the Rash;;;;;;;;;;;;;x
nick_the_seafarer;the Seafarer;;;;;;;;;;;;;x
nick_the_sage;the Sage;;;;;;;;;;;;;x
nick_the_impetuous;the Impetuous;;;;;;;;;;;;;x
nick_the_poet;the Poet;;;;;;;;;;;;;x
nick_the_scholar;the Scholar;;;;;;;;;;;;;x
nick_the_slayer;the Slayer;;;;;;;;;;;;;x
nick_the_peacemaker;the Peacemaker;;;;;;;;;;;;;x
nick_the_warrior;the Warrior;;;;;;;;;;;;;x
nick_the_explorer;the Explorer;;;;;;;;;;;;;x
nick_the_defender;the Defender;;;;;;;;;;;;;x
nick_the_blooded_one;the Blooded One;;;;;;;;;;;;;x
nick_the_denied_one;the Denied One;;;;;;;;;;;;;x
nick_the_undefeated;the Undefeated;;;;;;;;;;;;;x
nick_the_wanderer;the Wanderer;;;;;;;;;;;;;x
nick_the_curseling;the Curseling;;;;;;;;;;;;;x
nick_the_leechlord;the Leechlord;;;;;;;;;;;;;x
nick_the_changer;the Changer;;;;;;;;;;;;;x
nick_the_tainted;the Tainted;;;;;;;;;;;;;x
nick_the_maggot_lord;the Maggot Lord;;;;;;;;;;;;;x
nick_the_magnificent;the Magnificent;;;;;;;;;;;;;x
nick_the_black_iron_reaver;the Black-Iron Reaver;;;;;;;;;;;;;x
nick_the_righteous;the Righteous;;;;;;;;;;;;;x
nick_the_gloried;the Gloried;;;;;;;;;;;;;x
nick_the_tyrannical;the Tyrannical;;;;;;;;;;;;;x
nick_the_mighty;the Mighty;;;;;;;;;;;;;x
nick_the_invincible;the Invincible;;;;;;;;;;;;;x
nick_the_immortal;the Immortal;;;;;;;;;;;;;x
nick_the_eternal;the Eternal;;;;;;;;;;;;;x
nick_ursus;Ursus;;;;;;;;;;;;;x
nick_dragon_slayer;Dragon-Slayer;;;;;;;;;;;;;x
nick_orc_slayer;Orc-Slayer;;;;;;;;;;;;;x
nick_goblin_slayer;Goblin-Slayer;;;;;;;;;;;;;x
nick_ogre_slayer;Ogre-Slayer;;;;;;;;;;;;;x
nick_beast_slayer;Beast-Slayer;;;;;;;;;;;;;x
nick_daemon_slayer;Daemon-Slayer;;;;;;;;;;;;;x
nick_troll_slayer;Troll-Slayer;;;;;;;;;;;;;x
nick_giant_slayer;Giant-Slayer;;;;;;;;;;;;;x
nick_man_slayer;Man-Slayer;;;;;;;;;;;;;x
nick_elf_slayer;Elf-Slayer;;;;;;;;;;;;;x
nick_dwarf_slayer;Dwarf-Slayer;;;;;;;;;;;;;x
nick_grudgebearer;Grudgebearer;;;;;;;;;;;;;x
nick_skavenslayer;Skavenslayer;;;;;;;;;;;;;x
nick_wartooth;Wartooth;;;;;;;;;;;;;x
nick_flameaxe;Flameaxe;;;;;;;;;;;;;x
nick_hammerstorm;Hammerstorm;;;;;;;;;;;;;x
nick_sourscowl;Sourscowl;;;;;;;;;;;;;x
nick_bloodaxe;Bloodaxe;;;;;;;;;;;;;x
nick_ironbeard;Ironbeard;;;;;;;;;;;;;x
nick_one_eye;One-Eye;;;;;;;;;;;;;x
nick_blackstaff;Blackstaff;;;;;;;;;;;;;x
nick_goldenrod;Goldenrod;;;;;;;;;;;;;x
nick_radii;Radii;;;;;;;;;;;;;x
nick_halfhand;Halfhand;;;;;;;;;;;;;x
nick_blackbeard;Blackbeard;;;;;;;;;;;;;x
nick_proudbeard;Proudbeard;;;;;;;;;;;;;x
nick_daemonclaw;Daemonclaw;;;;;;;;;;;;;x
nick_oakenshield;Oakenshield;;;;;;;;;;;;;x
nick_thunderhorn;Thunderhorn;;;;;;;;;;;;;x
nick_starbreaker;Starbreaker;;;;;;;;;;;;;x
nick_ironhammer;Ironhammer;;;;;;;;;;;;;x
nick_hammerfist;Hammerfist;;;;;;;;;;;;;x
nick_irongrip;Irongrip;;;;;;;;;;;;;x
nick_stormcrow;Stormcrow;;;;;;;;;;;;;x
nick_stoneanvil;Stoneanvil;;;;;;;;;;;;;x
nick_blueaxe;Blueaxe;;;;;;;;;;;;;x
nick_sharpedge;Sharpedge;;;;;;;;;;;;;x
nick_scarface;Scarface;;;;;;;;;;;;;x
nick_ironhelm;Ironhelm;;;;;;;;;;;;;x
nick_giftgiver;Giftgiver;;;;;;;;;;;;;x
nick_axehelm;Axehelm;;;;;;;;;;;;;x
nick_oath_holder;Oath_Holder;;;;;;;;;;;;;x
nick_orcbane;Orcbane;;;;;;;;;;;;;x
nick_bronze_bandages;Bronze_Bandages;;;;;;;;;;;;;x
nick_strongwill;Strongwill;;;;;;;;;;;;;x
nick_greybeard;Greybeard;;;;;;;;;;;;;x
nick_whitebeard;Whitebeard;;;;;;;;;;;;;x
nick_bloodrider;Bloodrider;;;;;;;;;;;;;x
nick_bloodshade;Bloodshade;;;;;;;;;;;;;x
nick_drakebreaker;Drakebreaker;;;;;;;;;;;;;x
nick_deathdealer;Deathdealer;;;;;;;;;;;;;x
nick_blacksaber;Blacksaber;;;;;;;;;;;;;x
nick_skulltaker;Skulltaker;;;;;;;;;;;;;x
nick_dreadshot;Dreadshot;;;;;;;;;;;;;x
nick_dreadblade;Dreadblade;;;;;;;;;;;;;x
nick_dragonbane;Dragonbane;;;;;;;;;;;;;x
nick_darkmere;Darkmere;;;;;;;;;;;;;x
nick_darksoul;Darksoul;;;;;;;;;;;;;x
nick_deathtalon;Deathtalon;;;;;;;;;;;;;x
nick_sourblood;Sourblood;;;;;;;;;;;;;x
nick_vilesong;Vilesong;;;;;;;;;;;;;x
nick_darkmane;Darkmane;;;;;;;;;;;;;x
nick_blackfire;Blackfire;;;;;;;;;;;;;x
nick_dreadbringer;Dreadbringer;;;;;;;;;;;;;x
nick_fellshard;Fellshard;;;;;;;;;;;;;x
nick_blackhand;Blackhand;;;;;;;;;;;;;x
nick_darkwhisper;Darkwhisper;;;;;;;;;;;;;x
nick_darkseed;Darkseed;;;;;;;;;;;;;x
nick_mournblade;Mournblade;;;;;;;;;;;;;x
nick_manslayer;Manslayer;;;;;;;;;;;;;x
nick_doombringer;Doombringer;;;;;;;;;;;;;x
nick_fellblade;Fellblade;;;;;;;;;;;;;x
nick_deepwatcher;Deepwatcher;;;;;;;;;;;;;x
nick_bloodsinger;Bloodsinger;;;;;;;;;;;;;x
nick_blackstar;Blackstar;;;;;;;;;;;;;x
nick_shadowstalker;Shadowstalker;;;;;;;;;;;;;x
nick_redspear;Redspear;;;;;;;;;;;;;x
nick_blackheart;Blackheart;;;;;;;;;;;;;x
nick_the_crone;the Crone;;;;;;;;;;;;;x
nick_the_hag;the Hag;;;;;;;;;;;;;x
nick_the_overlord;the Overlord;;;;;;;;;;;;;x
nick_the_scorned;the Scorned;;;;;;;;;;;;;x
nick_the_plunderer;the Plunderer;;;;;;;;;;;;;x
nick_the_sorceress;the Sorceress;;;;;;;;;;;;;x
nick_the_witch;the Witch;;;;;;;;;;;;;x
nick_the_destroyer;the Destroyer;;;;;;;;;;;;;x
nick_the_siegemaster;the Siegemaster;;;;;;;;;;;;;x
nick_the_tormentor;the Tormentor;;;;;;;;;;;;;x
;;;;;;;;;;;;;;
nick_the_maker;the Maker;;;;;;;;;;;;;x
nick_the_festering;the Festering;;;;;;;;;;;;;x
nick_the_luxuriant;the Luxuriant;;;;;;;;;;;;;x
nick_the_despoiler;the Despoiler;;;;;;;;;;;;;x
nick_the_unbreakable;the Unbreakable;;;;;;;;;;;;;x
nick_the_foul_mawed;the Foul-Mawed;;;;;;;;;;;;;x
nick_the_fouler;the Fouler;;;;;;;;;;;;;x
nick_the_bloody_mawed;the Bloody-Mawed;;;;;;;;;;;;;x
nick_the_foul;the Foul;;;;;;;;;;;;;x
nick_greymane;Greymane;;;;;;;;;;;;;x
nick_the_thirster;the Thirster;;;;;;;;;;;;;x
nick_fel_horn;Fel-Horn;;;;;;;;;;;;;x
nick_the_raider;the Raider;;;;;;;;;;;;;x
nick_short_horn;Short-Horn;;;;;;;;;;;;;x
nick_clawhand;Clawhand;;;;;;;;;;;;;x
nick_the_fiendish;the Fiendish;;;;;;;;;;;;;x
nick_the_black_tailed;the Black-Tailed;;;;;;;;;;;;;x
nick_the_ruinous;the Ruinous;;;;;;;;;;;;;x
nick_the_black_mawed;the Black-Mawed;;;;;;;;;;;;;x
nick_blood_claw;Blood-Claw;;;;;;;;;;;;;x
nick_blood_fang;Blood-Fang;;;;;;;;;;;;;x
nick_bloodpelt;Bloodpelt;;;;;;;;;;;;;x
nick_bloody_horn;Bloody-Horn;;;;;;;;;;;;;x
nick_dark_horn;Dark-Horn;;;;;;;;;;;;;x
nick_skull_horn;Skull-Horn;;;;;;;;;;;;;x
nick_bloodskull;Bloodskull;;;;;;;;;;;;;x
nick_stormhoof;Stormhoof;;;;;;;;;;;;;x
nick_blacktalon;Blacktalon;;;;;;;;;;;;;x
nick_the_mottled;the Mottled;;;;;;;;;;;;;x
nick_the_nighthawk;the Nighthawk;;;;;;;;;;;;;x
nick_ironbark;Ironbark;;;;;;;;;;;;;x
nick_the_hooked_blade;the Hooked Blade;;;;;;;;;;;;;x
nick_doomstar;Doomstar;;;;;;;;;;;;;x
nick_the_parted_veil;the Parted Veil;;;;;;;;;;;;;x
nick_the_masque;the Masque;;;;;;;;;;;;;x
nick_the_radiant;the Radiant;;;;;;;;;;;;;x
nick_the_silver;the Silver;;;;;;;;;;;;;x
nick_the_shadowgave;the Shadowgave;;;;;;;;;;;;;
nick_the_unperishable;the Imperishable;;;;;;;;;;;;;
nick_forsaken;the Forsaken;;;;;;;;;;;;;
